Bill No.,Session,Base URL w/o Bill ID,Session Appendage,Billnoappendage,Concat URL,URL to Bill Text,Hyperlink,Topic,Tags (No Code Ranges),Function,Code,Section,Bill Section,Code Division,Bill Section (With iterations),Date added to this list (thoroughness check),Checked for extra sections?,,,Special notes:
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,State Housing Policy - § 50000 - 50259,Homelessness,"Specifies requirements for applications for the Homeless Housing Assitance and Prevention Program (HHAPP), including lots of plans",Health and Safety,§ 50220.7,9,,9,8/1/22,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,State Housing Policy - § 50000 - 50259,Homelessness,"Specifies requirements for applications for the Homeless Housing Assistance and Prevention Program (HHAPP), including lots of plans",Health and Safety,§ 50220.8,10,,10,8/1/22,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,State Housing Policy - § 50000 - 50259,Homelessness,Requires data reporting for program applicants,Health and Safety,§ 50223,12,,12,8/1/22,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,State Housing Policy - § 50000 - 50259,Homelessness,Establishes encampment resolution funding program,Health and Safety,§ 50250-50254,13,,13,8/1/22,Y,,,
AB 140,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB140,Bill Text,State Housing Policy - § 50000 - 50259,Homelessness,Establishes Family Homelessess Challenge Grants and Technical Assistance,Health and Safety,§ 50255-50259,14,,14,8/1/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing and Emergency Shelter Trust Fund Act of 2006 -  § 53540-53558,Housing and Emergency Shelter Trust Fund Act of 2006  ,Allocates additional points in 2007 infill grant program for projects in prohousing jurisdictions,Health and Safety,§ 53545.13,19,,19,7/30/22,Y,,,
SB 330,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,Bill Text,Housing Crisis Act of 2019 - § 66300-66301,Housing Crisis Act of 2019 ,Limits cities' ability to impose moratoria or stricter development standards,Government,§ 66300,13,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66361",13,,Y,,,
SB 8,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,Bill Text,Housing Crisis Act of 2019 - § 66300-66301,Housing Crisis Act of 2019,"Limits downzoning, provides right of return for displaced renters",Government,§ 66300,11,,11,8/4/22,Y,,,
SB 8,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,Bill Text,Housing Crisis Act of 2019 - § 66300-66301,Housing Crisis Act of 2019,Extends the limits in 66300 to 2034,Government,§ 66301,12,,12,8/4/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals,Requires jurisdictions to include information about a project's density bonuses and floor space in the jurisdiction's calculation of square footage.,Government,§ 65913.4,8,,8,7/29/22,Y,,,
AB 1174,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1174,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1174,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1174,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,"Clarifies SB 35 streamlining, specifies permit validity paused during suits or modification applications",Government,§ 65913.4,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66341",1,,Y,,,
AB 1485,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1485,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1485,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1485,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Makes moderate-income projects in the Bay Area eligible for SB 35 streamlining,Government,§ 65913.4,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66338",1,,Y,,,
AB 1561 ,2020,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1561,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1561,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1561,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Provides 18-month extension on certain housing entitlements,Government,§ 65914.5,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66344",3,,Y,,,
AB 168,2020,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB168,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB168,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB168,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Allows tribes to require consultation for SB 35 projects,Government,§ 65913.4,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66340",3/3.5,,Y,,,
AB 1851,2020,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1851,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1851,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1851,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Allows religious institutions to convert 50% of their parking spaces to housing,Government,§ 65913.6,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66343",1,,Y,,,
AB 2234,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2234,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2234,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2234,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Requires localities to compile lists of the components of postentitlement permit applications. Sets a time limit for reviewing these applications.,Government,§ 65913.3,2,,2,11/28/22,Y,,,
AB 2234,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2234,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2234,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2234,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Sets the timeline for localities to comply with the new requirements,Government,§ 65913.3.5,3,,3,11/28/22,Y,,,
AB 2295,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2295,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2295,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2295,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Allows development of housing for school district employees on property owned by school districts,Government,§ 65914.7,1,,1,11/28/22,Y,,,
AB 2668,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2668,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2668,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2668,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,"Adds parameters for what projects qualify for SB 35's streamlined, ministerial review",Government,§ 65913.4,1,,"1,1.5",11/28/22,Y,,,
AB 430,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB430,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB430,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB430,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,"Creates streamlined, ministerial, California Environmental Quality Act (CEQA)-exempt approval for areas affected by Camp Fire",Government,§ 65913.15,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66335",3,,Y,,,
AB 831,2020,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB831,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB831,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB831,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Tightens/improves SB 35 streamlining law,Government,§ 65913.4,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66339",1,,Y,,,
SB 10,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB10,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB10,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB10,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Makes upzoning to 10 units on a parcel exempt from California Environmental Quality Act (CEQA),Government,§ 65913.5,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66342",1,,Y,,,
SB 330,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200SB330,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,"Requires cities to determining whether a proposed development site is ""historic"" at the time an application is complete",Government,§ 65913.10,5,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66333",5,,Y,,,
SB 35,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB35,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB35,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB35,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,"Creates ministerial approval for qualifying projects, limits parking requirements, extends expiration dates for approvals, requires annual reporting",Government,§ 65913.4,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66336",3,,Y,,,
SB 478,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB478,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB478,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB478,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Prohibits local governments from imposing too strict Floor Area Ratio (FAR) standards,Government,§ 65913.11,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66334",3,,Y,,,33
SB 6,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB6,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB6,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Allows parcels subject to SB 6 approval to be eligible for SB 35 streamlining,Government,§ 65913.4,2,,"2,2.5",11/28/22,Y,,,
SB 765,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,SB765,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB765,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180SB765,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Requires affordability restrictions or covenants for approval. Requires the Department of Housing and Community Development (HCD) to determine if the jurisdiction is eligible for streamlining based on low income housing permits. Specifies the California Environmental Quality Act (CEQA) does not apply.,Government,§ 65913.4,2,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66337",2,,Y,,,
SB 8,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220SB8,Bill Text,Housing Development Approvals - § 65913-65914.5,Housing Development Approvals ,Extends freeze of historical site status during development,Government,§ 65913.1,3,,3,8/4/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Before Attorney General (AG) enforcement of certain housing element violations, the Department of Housing and Community Development (HCD) must provide written findings about the violation and offer two meetings to discuss it. AG can get a court to order the jurisdiction to comply. When a court determines the jurisdiction is in compliance, the jurisdiction is in compliance. If the jurisdiction does not comply within 12 months, the court conducts a status conference and then can determine the jurisdiction failed to comply. Then the court must impose fines of $10,000-$100,000 per month. If the jurisdiction does not comply within three months, the court can determine the fees are insufficient and then triple them. If the jurisdiction has still not complied within six months, the court can determine the fees are insufficient and multiply them by 6 (60,000-600,000 per month). The court can also appoint a receiver.",Government,§ 65585,4,,4,,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Imposes fines for failing to meet housing element goals.,Government,§ 65585,4,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66314",4,,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Requires the Department of Housing and Community Development (HCD) to post a list of jurisdictions out of compliance with housing element law. Establishes procedures for HCD to follow, such as offering noncompliant jurisdictions two in-person meetings as well as written comments. Allows jurisdictions to request new reviews within a time limit.",Government,§ 65589.11,6,,6,7/29/22,Y,,,
AB 101,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB101,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Establishes a ""prohousing"" designation based on criteria the Department of Housing and Community Development (HCD) is to develop in regulations. The Department of Housing and Community Development (HCD) then designates jurisdictions prohousing, which awards extra points in state grant programs. Specifies some definitions of local policies that are ""prohousing."" ",Government,§ 65589.9,5,,5,,Y,,,
AB 1029,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1029,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1029,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1029,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Adds preservation of affordable housing to pro-housing designation from the Department of Housing and Community Development (HCD),Government,§ 65589.9,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66321",1,,Y,,,
AB 1304,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1304,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1304,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1304,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Requires the housing element to contain an analysis of the relationship between the sites identified in the site inventory and Affirmatively Furthering Fair Housing (AFFH),Government,§ 65583,2,,2,7/31/22,Y,,,
AB 1304,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1304,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1304,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1304,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Expands way in which local agencies must affirmatively further fair housing (AFFH) in their housing elements,Government,§ 65583.2,3,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66310",3,,Y,,,
AB 1397,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1397,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1397,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1397,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Adds a legislative declaration that adequate sites are essential,Government,§ 65580,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66305",1,7/31/22,Y,,,
AB 1397,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1397,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1397,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1397,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Tightens requirements on local inventories of sites available for housing. Requires vacant sites to have realistic and demonstrated potential for development. Requires more analysis about costs and delays of building.,Government,§ 65583,2,,2/2.5,,Y,,,
AB 1397,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1397,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1397,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1397,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Adds requirements on sites that can be included in inventories ,Government,§ 65583.2,3,,3,7/31/22,Y,,,
AB 1398,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1398,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1398,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1398,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Shortens deadline for cities with non-compliant housing elements to rezone to allow development. Goes from 3 years to 1 year.,Government,§ 65583,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66308",1/1.5,,Y,,,
AB 1398,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1398,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1398,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1398,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Shortens deadline for cities with non-compliant housing elements to rezone to allow development. Goes from 3 years to 1 year.,Government,§ 65583.2,2,,2/2.5/3/3.5,7/31/22,Y,,,
AB 1398,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1398,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1398,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1398,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Removes the requirement for updates every 4 years,Government,§ 65588,4,,4,7/31/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Site inventories must include plans to dispose of publicly-owned non-vacant property,Government,§ 65583.2,15 & 16,,15/15.5/16/16.5,8/2/22,Y,,,
AB 1486,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1486,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Creates penalties for violating surplus lands act,Government,§ 65585.1,17,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66316",17,,Y,,,
AB 1515 ,2017,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1515,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1515,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1515,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Increases the range of projects subject to housing accountability act,Government,§ 65589.5,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66318",1/1.5,,Y,,,
AB 1561 ,2020,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1561,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1561,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1561,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Allows Native American tribes more time to respond to notifications,Government,§ 65583,2,,2/2.5,8/2/22,Y,,,
AB 1584,2021,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB1584,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Clarifies that incentives, concessions, waivers, or reductions of development standards (due to density bonus law) are not a valid basis to find a project is inconsistent with local plans.",Government,§ 65589.5,8,,8/8.1,8/3/22,Y,,,
AB 1743,2019,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201920200,AB1743,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1743,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201920200AB1743,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Clarifies that localities can't reject an emergency shelter because of its tax exemption,Government,§ 65589.5,3,,3/3.1/3.2,8/3/22,Y,,,
AB 1771,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Makes the Regional Housing Needs Allocation (RHNA) process include specific data, allow appeals, and include Affirmatively Furthering Fair Housing (AFFH)",Government,§ 65584,1,"Title 7, Division 1: Planning and Zoning -  § 65000 - 66312",1/1.5,,Y,,,
AB 1771,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,"Requires housing elements to include data about units lost during emergencies, about overcrowding, and about cost burdens.",Government,§ 65584.01,2,,2/2.5,8/3/22,Y,,,
AB 1771,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Changes the methodology for calculating Regional Housing Needs Allocation (RHNA),Government,§ 65584.04,3,,3/3.5,8/3/22,Y,,,
AB 1771,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Requires publishing draft Regional Housing Needs Allocations (RHNAs) and limits appeals,Government,§ 65584.05,4,,4,8/3/22,Y,,,
AB 1771,2018,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,201720180,AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201720180AB1771,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Limits bases of revisions for the final Regional Housing Needs Allocation (RHNA) determinations,Government,§ 65584.06,5,,5,8/3/22,Y,,,
AB 2011,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2011,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2011,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2011,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Allows the Department of Housing and Community Development (HCD) to report localities to the Attorney General for violating the new provisions of the bill,Government,§ 65585,2,,2/2.1/2.2/2.3,11/9/22,Y,,,
AB 2097,2022,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=,202120220,AB2097,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2097,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202120220AB2097,Bill Text,Housing Element - § 65580 - 65589.11,Housing Element ,Allows the Department of Housing and Community Development (HCD) to report localities to the Attorney General for violating the provisions of the Affordable Housing and High Road Jobs Act (AB 2011).,Government,§ 65585,1,,"1,1.1,1.2,1.3",11/28/22,Y,,,
